ssf1_Branch-Protection,ssf3_CII-Best-Practices,ssf7_Dependency-Update-Tool,ssf8_Fuzzing,ssf13_SAST
0.0,0.0,0.0,0.0,0.0
0.1,0.0,1.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0
0.8,0.0,1.0,0.0,1.0
0.6000000000000001,0.0,1.0,0.0,0.0
0.8,0.0,1.0,0.0,1.0
0.8,0.0,0.0,0.0,0.9
0.8,1.0,1.0,0.0,1.0
0.872100923185462,0.0,1.0,1.0,0.2523532311491166
0.8,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.3
0.3,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0
0.3,0.5,0.0,1.0,0.0
0.1,0.0,0.0,0.0,1.0
0.3,0.0,1.0,0.0,0.0
0.8,0.0,1.0,0.0,0.7000000000000001
0.8,0.0,1.0,0.0,1.0
0.6000000000000001,0.0,1.0,1.0,0.0
0.4,0.0,1.0,0.0,0.3
0.6000000000000001,0.0,0.0,0.0,0.8
0.7000000000000001,0.5,1.0,1.0,0.0
0.8,0.0,1.0,0.0,0.0
0.3,0.0,1.0,1.0,0.0
0.3,0.0,1.0,1.0,0.0
0.3,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.9
0.1,0.0,0.0,0.0,0.0
0.8,0.0,1.0,0.0,0.9
0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.6000000000000001,0.0,1.0,0.0,1.0
0.1,0.0,1.0,0.0,0.8
0.4,0.0,1.0,0.0,0.9
0.3,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0
0.3,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.3,0.0,1.0,1.0,0.0
0.6000000000000001,0.0,1.0,0.0,0.0
0.3,0.0,1.0,1.0,0.0
0.1,0.0,1.0,0.0,0.0
