project_name,project_url,num_commits,project_age_days,project_created_at,num_contributors,num_pull,num_issues,num_stargazers,num_watchers,num_forks,num_subscribers,Aggregate-Score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,num_bug_high,num_bug_medium,num_bug_low,num_bug_blocker,num_vulnerabilities_high,num_vulnerabilities_medium,num_vulnerabilities_low,num_vulnerabilities_blocker,num_code_smell_high,num_code_smell_medium,num_code_smell_low,num_code_smell_blocker
lief-project/lief,https://github.com/lief-project/lief,2243,2784,2017-03-16,115,280,1101,4470,4470,622,129,4.0,7,0,0,0,0,10,10,0,10,10,10,-1,0,0,0,0,0,10,1,12,0,5,2,0,0,1,376,301,1004,2
liftoff/gateone,https://github.com/liftoff/gateone,859,4766,2011-10-12,27,54,757,6282,6282,925,288,2.7,10,0,0,0,1,10,-1,0,0,9,0,-1,0,0,0,-1,-1,10,6,348,37,11,1,0,0,0,2661,4322,9899,37
lingthio/flask-user,https://github.com/lingthio/flask-user,666,3905,2014-02-19,34,119,344,1059,1059,294,40,2.2,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,2,0,0,0,0,0,0,0,0,0,6,7,0
linotp/linotp,https://github.com/linotp/linotp,7400,3815,2014-05-20,16,28,230,515,515,120,41,2.4,7,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,0,1,3,0,0,0,0,0,29,36,35,0
linuxmint/aptdaemon,https://github.com/linuxmint/aptdaemon,14,919,2022-04-24,1,1,1,2,2,0,3,1.7,0,0,-1,0,0,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2,16,1,14,1,0,0,0,651,152,101,3
localstack/localstack,https://github.com/localstack/localstack,6426,2926,2016-10-25,427,6034,11689,56104,56104,4001,515,6.1,9,3,10,0,10,10,10,10,0,9,10,10,1,0,0,-1,0,7,0,2,0,0,0,0,0,0,0,15,12,0
mage-ai/mage-ai,https://github.com/mage-ai/mage-ai,5463,897,2022-05-16,131,4632,5487,7882,7882,759,62,4.7,8,0,9,0,7,10,10,0,0,10,10,10,0,9,0,-1,0,0,0,0,0,9,1,0,0,0,7,74,32,0
mapproxy/mapproxy,https://github.com/mapproxy/mapproxy,3734,4572,2012-04-23,96,627,1013,564,564,258,46,5.5,10,0,3,0,9,10,10,10,0,10,10,10,0,0,0,0,0,10,0,0,0,0,1,0,0,0,181,907,8,5
mardiros/pyshop,https://github.com/mardiros/pyshop,431,4338,2012-12-13,12,37,95,103,103,40,8,2.7,10,0,0,0,0,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,0,2,0,2,3,0,0,0,52,49,38,1
martinpitt/python-dbusmock,https://github.com/martinpitt/python-dbusmock,723,3527,2015-03-04,37,150,222,62,62,51,7,4.9,10,3,10,0,5,10,10,0,0,10,10,10,1,0,0,0,0,10,0,27,1,1,4,0,0,0,102,64,273,5
matthiask/html-sanitizer,https://github.com/matthiask/html-sanitizer,262,2739,2017-04-30,12,14,48,127,127,23,4,3.5,10,0,7,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10,0,2,1,7,0,0,0,0,269,173,54,1
mchehab/zbar,https://github.com/mchehab/zbar,744,2274,2018-08-08,41,103,287,975,975,204,33,3.0,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,0,0,0,10,0,5,0,1,0,0,0,0,45,147,4292,0
mechanicalsoup/mechanicalsoup,https://github.com/mechanicalsoup/mechanicalsoup,647,3809,2014-05-26,46,266,440,4660,4660,378,110,4.6,10,3,6,0,2,10,10,10,0,10,0,-1,0,8,0,-1,0,4,2,3,3,3,0,0,0,0,80,71,267,1
meraki/dashboard-api-python,https://github.com/meraki/dashboard-api-python,364,2615,2017-09-01,22,113,267,292,292,152,67,5.5,10,1,8,0,0,3,10,10,0,10,10,10,0,7,0,-1,0,9,0,236,0,0,0,0,0,0,0,6,0,0
messense/aliyundrive-webdav,https://github.com/messense/aliyundrive-webdav,845,1168,2021-08-18,18,185,532,9617,9617,1094,76,4.4,10,3,10,0,4,10,10,10,0,10,0,10,0,0,0,0,0,4,0,1,1,0,2,0,0,0,13,12,8,0
mhammond/pywin32,https://github.com/mhammond/pywin32,4791,2562,2017-10-24,88,534,2423,5044,5044,796,140,4.5,8,3,8,0,9,10,10,0,0,0,10,-1,0,0,0,0,0,10,2,89,9,0,0,0,0,0,115,352,94,12
mher/flower,https://github.com/mher/flower,1358,4496,2012-07-08,187,433,1369,6454,6454,1085,142,5.2,10,3,6,0,4,10,10,10,0,9,2,10,0,0,0,-1,0,10,3,1,0,0,12,0,0,0,14,25,17,0
michael-lazar/rtv,https://github.com/michael-lazar/rtv,1631,3551,2015-02-08,48,287,713,4649,4649,275,82,2.6,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,7,0,0,0,0,0,0,0,0,10,5,8,0
micropyramid/django-crm,https://github.com/micropyramid/django-crm,364,2715,2017-05-24,33,230,517,1954,1954,892,121,3.4,10,0,5,0,5,10,10,0,0,10,0,-1,0,8,0,-1,0,0,0,16,0,10,1,0,0,0,143,186,146,5
mithril-security/sgx-dcap-quote-verify-python,https://github.com/mithril-security/sgx-dcap-quote-verify-python,17,678,2022-12-21,1,14,14,2,2,0,1,3.6,10,0,-1,0,0,0,10,10,0,0,0,-1,0,0,0,-1,0,10,26,53,0,0,0,0,0,0,64,156,78,0
mkalioby/django-mfa2,https://github.com/mkalioby/django-mfa2,174,2111,2019-01-18,7,43,91,297,297,44,12,3.3,10,0,6,0,1,10,-1,10,0,10,1,-1,-1,0,0,-1,-1,0,0,79,0,0,0,0,0,0,23,166,15,0
mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,2113,3944,2014-01-11,229,1306,3319,19325,19325,2406,229,5.8,10,6,10,0,9,10,10,0,0,10,10,10,0,0,0,-1,0,10,0,8,0,0,213,0,0,69,88,290,860,4
mkomitee/requests-kerberos,https://github.com/mkomitee/requests-kerberos,171,3735,2014-08-08,20,1,1,0,0,1,2,1.7,10,0,-1,0,0,10,-1,0,0,9,0,-1,0,0,0,-1,-1,0,4,7,3,11,2,0,0,0,280,187,292,13
modoboa/modoboa-dmarc,https://github.com/modoboa/modoboa-dmarc,140,3400,2015-07-09,9,36,68,15,15,11,10,3.4,10,0,0,0,2,10,10,10,0,10,0,-1,0,0,0,-1,0,0,9,85,46,2,2,0,0,2,1048,348,471,15
moinwiki/moin-1.9,https://github.com/moinwiki/moin-1.9,6258,2267,2018-08-16,26,39,101,140,140,53,14,3.0,1,0,0,0,2,10,-1,0,0,9,4,-1,-1,0,0,8,-1,10,3,1,0,0,0,0,0,0,14,25,17,0
mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,5952,5766,2009-01-15,178,1978,1978,4140,4140,1100,241,7.0,10,5,10,0,10,10,10,10,0,10,10,-1,0,10,0,8,0,10,0,35478,6,3,2,0,0,0,287,14355,8663,6
morgan-phoenix/enrocrypt,https://github.com/morgan-phoenix/enrocrypt,84,1253,2021-05-25,3,15,21,4,4,3,1,4.1,10,0,0,0,0,0,10,10,0,10,0,-1,0,7,0,-1,0,9,0,8,0,0,2,0,0,0,87,223,131,22
mozilla/pollbot,https://github.com/mozilla/pollbot,727,2646,2017-08-01,16,349,483,10,10,15,19,5.7,10,6,10,0,3,10,-1,10,0,10,10,-1,0,0,0,-1,-1,8,0,211,1,0,0,0,0,0,468,290,528,1
mpdavis/python-jose,https://github.com/mpdavis/python-jose,661,3480,2015-04-20,41,204,362,1537,1537,236,28,5.0,10,3,0,0,2,10,10,10,10,10,0,-1,0,0,0,-1,0,10,4,15,0,1,1,0,0,0,134,208,54,0
msabramo/kallithea,https://github.com/msabramo/kallithea,4980,3492,2015-04-08,59,1,1,5,5,2,3,2.8,10,0,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,0,0,0,0,4,0,0,0,79,49,41,4
mubarakalmehairbi/toui,https://github.com/mubarakalmehairbi/toui,90,581,2023-03-28,2,2,6,13,13,1,1,3.9,10,0,-1,0,0,0,10,0,0,10,0,-1,0,10,0,-1,9,5,0,0,0,0,0,0,0,0,1,27,12,0
mvpoland/django-ajax-utilities,https://github.com/mvpoland/django-ajax-utilities,124,3140,2016-03-25,15,1,1,0,0,1,10,2.8,10,0,-1,0,0,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,0,0,0,0,0,0,0,0,7,25,1,0
mwiatrzyk/pydio,https://github.com/mwiatrzyk/pydio,115,751,2022-10-09,1,7,10,4,4,0,2,1.9,10,4,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,12,38,4,0,0,0,0,2,897,843,1983,5
mymarilyn/clickhouse-driver,https://github.com/mymarilyn/clickhouse-driver,579,2729,2017-05-10,52,118,462,1210,1210,213,27,5.4,10,3,10,0,0,10,10,10,0,9,10,-1,0,0,0,-1,0,10,0,0,0,0,0,0,0,0,3,46,203,1
nameko/nameko,https://github.com/nameko/nameko,2599,4263,2013-02-26,38,513,781,4714,4714,470,165,4.0,10,1,0,0,4,10,10,0,0,10,0,10,0,0,0,-1,0,10,0,1,0,0,0,0,0,0,26,40,100,0
naparuba/shinken,https://github.com/naparuba/shinken,8570,5089,2010-11-23,126,752,2035,1134,1134,336,92,3.2,10,0,0,0,5,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,0,0,0,0,0,0,0,0,12,28,7,0
netflix/consoleme,https://github.com/netflix/consoleme,952,1812,2019-11-13,47,616,721,3134,3134,252,242,5.3,10,8,0,0,9,10,10,10,0,10,0,10,0,7,0,-1,0,0,29,292,0,0,3,6,0,0,550,1049,416,0
netflix/security_monkey,https://github.com/netflix/security_monkey,1660,3777,2014-06-27,95,688,1236,4354,4354,798,628,1.7,10,0,0,0,2,10,-1,0,0,10,0,-1,0,0,0,0,-1,0,13,42,64,3,0,0,0,0,196,957,1232,1
nexb/scancode.io,https://github.com/nexb/scancode.io,1028,1510,2020-09-10,19,534,1394,114,114,85,14,4.5,8,3,10,0,2,10,10,0,0,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0
nexmirror/kallithea,https://github.com/nexmirror/kallithea,8256,1671,2020-04-02,104,13,13,2,2,1,2,1.7,10,0,-1,0,0,10,-1,0,0,9,0,-1,0,0,0,-1,-1,0,0,8,0,0,2,0,0,0,87,223,131,22
nicfit/eyed3,https://github.com/nicfit/eyed3,1409,2838,2017-01-21,25,411,629,546,546,58,9,3.8,10,3,1,0,2,10,10,10,0,10,1,-1,0,7,0,0,0,0,2,5,4,0,0,0,0,0,22,75,71,0
nicotine-plus/nicotine-plus,https://github.com/nicotine-plus/nicotine-plus,11356,4095,2013-08-13,90,1592,2733,1742,1742,134,23,4.2,10,1,10,0,1,10,10,0,0,10,10,-1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,1,0,0
nitely/spirit,https://github.com/nitely/spirit,950,3826,2014-05-09,14,148,331,1162,1162,334,52,2.2,10,0,0,0,0,0,10,0,0,10,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,5,15,10,0
nmslib/hnswlib,https://github.com/nmslib/hnswlib,491,2672,2017-07-06,49,225,597,4341,4341,643,65,4.4,10,0,10,0,9,10,10,0,0,10,2,-1,0,0,0,-1,0,10,0,0,0,9,1,0,0,0,7,74,32,0
nonebot/nonebot2,https://github.com/nonebot/nonebot2,4694,1529,2020-08-23,374,1693,3048,6020,6020,558,29,5.8,10,6,10,0,1,10,10,10,0,10,10,10,0,9,0,0,0,8,0,0,0,0,0,0,0,0,14,10,31,0
nvbn/thefuck,https://github.com/nvbn/thefuck,1651,3492,2015-04-08,168,700,1437,85233,85233,3441,832,3.6,10,0,0,0,7,10,10,0,0,10,0,-1,0,0,0,-1,0,8,0,0,0,0,0,0,0,0,5,13,2,0
nvidia/nemo,https://github.com/nvidia/nemo,7409,1912,2019-08-05,344,8095,10374,11974,11974,2492,206,5.2,10,8,10,0,8,10,0,10,0,10,10,10,0,10,0,0,0,3,0,0,1,0,0,0,0,0,16,17,8,0
nvidia/nvflare,https://github.com/nvidia/nvflare,1929,1194,2021-07-23,41,2537,2843,627,627,179,22,5.6,10,1,10,0,10,3,10,10,0,10,10,-1,0,10,0,-1,0,0,0,6,0,0,0,0,0,0,49,78,157,0
nyuccl/psiturk,https://github.com/nyuccl/psiturk,1875,4504,2012-06-30,45,208,562,277,277,140,31,3.3,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10,0,0,0,0,0,0,0,0,6,7,1,0
oisf/suricata-update,https://github.com/oisf/suricata-update,367,2555,2017-10-31,18,346,346,252,252,93,24,4.2,10,0,8,0,1,6,10,0,0,10,0,-1,0,0,0,-1,10,10,0,0,1,2,0,0,0,1,24,104,114,1
onionshare/onionshare,https://github.com/onionshare/onionshare,5229,3815,2014-05-20,187,905,1903,6278,6278,647,185,6.0,10,6,10,0,10,10,10,10,0,9,10,-1,0,10,0,4,0,0,0,30,0,2,2,0,0,0,151,185,119,4
onshift/turbogears,https://github.com/onshift/turbogears,69,4255,2013-03-06,7,20,20,0,0,11,17,3.9,10,0,0,0,10,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,1,113,5,44,20,0,0,1,511,717,2049,3
open-iscsi/rtslib-fb,https://github.com/open-iscsi/rtslib-fb,610,4726,2011-11-22,42,120,202,73,73,90,10,3.9,10,0,0,0,6,6,10,0,0,10,4,-1,0,0,0,-1,0,10,0,0,0,1,0,0,0,0,93,54,55,0
opencv/opencv-python,https://github.com/opencv/opencv-python,965,3126,2016-04-08,43,218,1025,4518,4518,845,91,4.3,10,6,8,0,3,10,10,0,0,10,1,-1,0,0,0,-1,0,10,0,0,0,0,0,0,0,0,1,7,6,0
openkmip/pykmip,https://github.com/openkmip/pykmip,950,3739,2014-08-04,32,549,723,263,263,132,32,3.9,10,3,8,0,8,10,10,0,0,10,0,-1,0,9,0,0,0,2,1,0,0,0,2,0,0,0,7,7,4,0
openstack/barbican,https://github.com/openstack/barbican,3674,3812,2014-05-23,177,7,7,237,237,73,26,2.2,10,0,-1,0,0,10,-1,0,0,10,5,-1,0,0,0,-1,-1,0,2,28,2,10,0,0,0,0,327,344,1186,2
openstack/ceilometer,https://github.com/openstack/ceilometer,7344,4370,2012-11-11,287,7,7,319,319,326,70,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,0,6,0,1,0,0,0,0,189,148,368,1
openstack/cinder,https://github.com/openstack/cinder,20973,4352,2012-11-29,270,69,69,648,648,912,150,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,4,25,6,3,2,0,0,1,691,750,1465,21
openstack/glance,https://github.com/openstack/glance,7977,4835,2011-08-04,274,12,12,511,511,526,72,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,29,33,3,0,3,6,0,0,271,317,643,1
openstack/glance_store,https://github.com/openstack/glance_store,1111,3758,2014-07-16,105,2,2,67,67,57,10,2.6,10,0,-1,0,0,10,-1,0,0,10,1,-1,-1,0,0,-1,-1,6,0,19,0,3,1,0,0,0,12,31,71,1
openstack/heat,https://github.com/openstack/heat,16318,4349,2012-12-02,296,16,16,394,394,341,76,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,0,19,1,0,0,0,0,0,166,111,278,0
openstack/horizon,https://github.com/openstack/horizon,16697,4750,2011-10-28,274,83,83,1347,1347,1229,165,3.7,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,7,0,4,0,6,0,0,0,0,59,204,50,0
openstack/ironic,https://github.com/openstack/ironic,13319,4186,2013-05-14,301,13,13,486,486,347,62,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,18,19,59,3,0,0,0,0,223,605,526,1
openstack/ironic-inspector,https://github.com/openstack/ironic-inspector,2070,3638,2014-11-13,98,2,2,38,38,44,11,3.5,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,5,8,30,3,3,0,0,0,0,538,427,1472,13
openstack/keystone,https://github.com/openstack/keystone,15050,4170,2013-05-30,294,18,18,695,695,693,109,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,2,1,3,3,1,0,0,0,195,202,153,2
openstack/magnum,https://github.com/openstack/magnum,5591,3644,2014-11-07,236,22,22,336,336,233,51,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,18,4238,197,14,0,0,0,0,16954,15754,1244,44
openstack/manila,https://github.com/openstack/manila,6474,3693,2014-09-19,313,13,13,158,158,133,29,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,9,85,46,2,2,0,0,2,1048,348,471,15
openstack/mistral,https://github.com/openstack/mistral,4425,4018,2013-10-29,162,12,12,286,286,116,43,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,173,123,71,0
openstack/murano,https://github.com/openstack/murano,4155,4191,2013-05-10,148,6,6,112,112,62,23,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,0,14,1,28,1,0,0,0,270,441,490,2
openstack/neutron,https://github.com/openstack/neutron,28539,4792,2011-09-16,275,60,60,1400,1400,1456,274,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,0,1,0,0,19,0,0,0,34,24,22,0
openstack/nova,https://github.com/openstack/nova,60993,5214,2010-07-22,278,105,105,3076,3076,2531,435,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,7,54,1,1,3,0,0,0,671,707,2957,7
openstack/nova-lxd,https://github.com/openstack/nova-lxd,1154,3066,2016-06-08,30,7,7,36,36,25,12,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,0,7,8,10,0,0,0,0,265,205,421,4
openstack/octavia,https://github.com/openstack/octavia,4262,3785,2014-06-19,196,9,9,172,172,148,26,3.0,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
openstack/os-vif,https://github.com/openstack/os-vif,460,3275,2015-11-11,60,1,1,22,22,24,7,3.0,10,0,-1,0,0,10,-1,0,0,10,1,-1,-1,0,0,-1,-1,9,0,0,1,0,0,0,0,1,213,162,351,4
openstack/oslo.utils,https://github.com/openstack/oslo.utils,942,3763,2014-07-11,124,2,2,80,80,49,11,3.6,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,6,4,25,6,3,2,0,0,1,691,750,1465,21
openstack/python-keystoneclient,https://github.com/openstack/python-keystoneclient,2519,4696,2011-12-22,189,24,24,201,201,207,31,2.0,10,0,-1,0,0,10,-1,0,0,9,1,-1,-1,0,0,-1,-1,1,0,0,0,1,0,0,0,0,1,4,4,0
openstack/storlets,https://github.com/openstack/storlets,1047,3374,2015-08-04,40,4,4,44,44,8,15,3.4,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,6,0,2,0,0,0,0,0,0,13,4,15,0
openstack/swauth,https://github.com/openstack/swauth,232,3274,2015-11-12,20,1,1,26,26,8,7,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,0,0,0,0,0,0,0,0,4,29,48,12
openstack/swift,https://github.com/openstack/swift,10713,5214,2010-07-22,295,38,38,2626,2626,1063,318,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,0,6,4,4,3,0,0,0,218,338,197,0
openstack/tripleo-ansible,https://github.com/openstack/tripleo-ansible,3051,2275,2018-08-07,105,2,2,32,32,30,9,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,0,0,0,0,0,0,0,0,5,7,3,0
openstack/tripleo-heat-templates,https://github.com/openstack/tripleo-heat-templates,15843,4091,2013-08-18,308,6,6,158,158,180,30,2.6,10,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,0,1,0,6,22,0,0,0,151,141,327,0
openstack/trove,https://github.com/openstack/trove,4898,4155,2013-06-14,218,13,13,301,301,228,56,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,0,4,11,6,1,0,0,0,562,329,887,10
osuosl/twisted_vncauthproxy,https://github.com/osuosl/twisted_vncauthproxy,143,4441,2012-09-01,8,3,3,7,7,4,5,3.7,10,6,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,0,1,10,0,0,0,0,0,17,91,57,0
ovirt/python-ovirt-engine-sdk4,https://github.com/ovirt/python-ovirt-engine-sdk4,95,1198,2021-07-19,15,105,109,15,15,24,11,4.1,10,8,0,0,7,10,10,0,0,10,0,-1,0,0,0,0,0,10,15,6,0,0,2,0,0,0,10,7,69,2
pasteorg/pastescript,https://github.com/pasteorg/pastescript,589,2167,2018-11-23,15,11,14,13,13,9,2,3.0,10,0,5,0,2,10,10,0,0,0,0,-1,0,0,0,0,0,10,1,2,1,0,19,0,0,0,7,11,66,0
paulc/dnslib,https://github.com/paulc/dnslib,330,3830,2014-05-05,20,31,69,300,300,85,17,3.1,10,0,0,0,2,0,10,0,0,10,0,-1,0,0,0,-1,0,10,17,37,15,1,1,0,0,0,1565,268,184,7
paxswill/evesrp,https://github.com/paxswill/evesrp,1384,3874,2014-03-22,5,22,117,18,18,14,8,1.5,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,0,1,0,6,0,0,0,0,34,6,3,0
pediapress/pyfribidi,https://github.com/pediapress/pyfribidi,28,4858,2011-07-12,3,6,14,12,12,10,4,2.5,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0
peopledoc/vault-cli,https://github.com/peopledoc/vault-cli,516,2393,2018-04-11,11,154,211,81,81,21,48,3.9,10,3,0,0,5,10,10,0,0,9,0,-1,0,0,0,-1,0,10,0,2,0,0,0,0,0,0,4,5,17,0
petl-developers/petl,https://github.com/petl-developers/petl,1331,4820,2011-08-19,48,211,671,1246,1246,193,51,5.6,10,8,10,0,0,10,10,10,0,10,0,10,0,8,0,-1,0,10,10,67,3,16,31,0,0,0,818,1427,2160,18
pgadmin-org/pgadmin4,https://github.com/pgadmin-org/pgadmin4,7354,2808,2017-02-20,132,1297,8043,2502,2502,651,52,5.3,10,3,9,0,5,10,10,10,0,9,10,10,0,0,0,-1,0,2,2,5,3,20,3,0,0,0,684,437,441,31
piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,724,1953,2019-06-25,17,229,396,318,318,39,7,5.1,10,0,10,0,1,6,10,10,0,10,10,-1,0,10,0,-1,0,3,0,35478,6,3,2,0,0,0,287,14355,8663,6
pinaeos/py-xml,https://github.com/pinaeos/py-xml,5,3197,2016-01-28,1,1,2,4,4,2,3,3.0,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,0,0,0,9,1,0,0,0,7,74,32,0
planetlabs/planet-client-python,https://github.com/planetlabs/planet-client-python,2179,3429,2015-06-10,45,506,1055,274,274,92,168,5.1,10,0,10,0,9,10,10,0,0,10,10,-1,0,0,0,-1,0,10,0,4,1,1,0,0,0,0,16,72,68,0
plotly/dash,https://github.com/plotly/dash,7723,3491,2015-04-10,140,1142,2949,21395,21395,2062,423,6.0,10,8,10,0,10,10,10,10,0,10,10,-1,4,0,0,-1,0,0,1,3,0,0,1,0,0,0,23,34,76,0
poezio/slixmpp,https://github.com/poezio/slixmpp,2914,3639,2014-11-12,72,23,23,114,114,53,9,2.9,10,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,4,1,2,0,0,0,0,0,26,104,45,0
poljar/matrix-nio,https://github.com/poljar/matrix-nio,1824,2398,2018-04-06,88,323,522,585,585,160,16,6.0,10,4,10,0,4,10,10,10,0,9,10,10,0,0,0,-1,0,10,2,2,1,1,0,0,0,0,18,72,67,1
pubnub/javascript,https://github.com/pubnub/javascript,1651,4270,2013-02-19,36,335,414,553,553,403,91,4.3,10,8,10,0,10,10,0,10,0,9,4,-1,2,0,0,0,0,5,10,292,0,0,0,0,0,0,550,1049,416,0
puiterwijk/flask-oidc,https://github.com/puiterwijk/flask-oidc,158,3774,2014-06-30,18,62,163,156,156,218,9,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3,56,25,4,0,0,0,0,948,455,371,20
pyca/pyopenssl,https://github.com/pyca/pyopenssl,2298,3946,2014-01-09,98,830,1377,887,887,422,52,6.6,10,8,10,0,10,10,10,10,0,10,10,-1,1,0,0,-1,0,10,6,23,2,3,6,2,0,0,859,326,688,74
pyconuk/conferencescheduler-cli,https://github.com/pyconuk/conferencescheduler-cli,128,2637,2017-08-10,2,10,21,0,0,1,19,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,71,3,0,0,0,0,0,0,133,58,26,3
pycrypto/pycrypto,https://github.com/pycrypto/pycrypto,957,5083,2010-11-30,23,145,325,2452,2452,636,119,3.7,10,0,-1,0,0,10,-1,0,10,9,0,-1,-1,0,0,-1,-1,10,0,0,1,0,5,0,0,0,61,21,103,0
pygments/pygments,https://github.com/pygments/pygments,6911,1886,2019-08-31,388,933,2750,1815,1815,670,37,5.9,10,0,6,0,4,10,10,0,10,10,10,-1,0,0,0,-1,10,10,0,0,0,0,0,0,0,0,1,2,1,0
pygresql/pygresql,https://github.com/pygresql/pygresql,1155,3188,2016-02-06,8,6,88,39,39,18,3,3.1,10,0,-1,0,0,10,10,0,0,9,0,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
pypa/wheel,https://github.com/pypa/wheel,957,2653,2017-07-25,77,240,638,505,505,150,33,5.4,10,0,10,0,3,10,10,0,10,10,8,10,0,3,0,-1,0,10,0,5,0,0,3,0,0,0,4,10,27,0
pypiserver/pypiserver,https://github.com/pypiserver/pypiserver,806,4842,2011-07-29,78,324,596,1798,1798,298,36,5.6,10,8,8,0,2,10,10,10,0,9,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4,3,0
pyradius/pyrad,https://github.com/pyradius/pyrad,366,4940,2011-04-21,34,85,202,295,295,186,17,3.9,10,0,1,0,3,10,10,0,0,10,0,-1,0,7,0,-1,0,10,9,85,46,2,2,0,0,2,1048,348,471,15
pytest-dev/py,https://github.com/pytest-dev/py,2601,2964,2016-09-17,51,135,296,68,68,105,17,4.3,10,0,0,0,6,10,10,0,10,10,0,-1,0,0,0,-1,0,10,0,27,1,3,0,0,0,0,43,177,59,0
python-babel/babel,https://github.com/python-babel/babel,1670,4136,2013-07-03,146,578,1130,1323,1323,442,52,5.5,10,3,10,0,7,10,10,0,10,10,10,10,0,0,0,0,0,10,3,49,1,3,0,0,0,0,815,441,446,1
python-bugzilla/python-bugzilla,https://github.com/python-bugzilla/python-bugzilla,1290,3449,2015-05-21,53,97,226,120,120,107,14,6.4,10,6,9,0,8,10,10,10,0,10,10,10,0,0,0,-1,0,10,31,86,18,13,0,0,0,0,3983,1943,898,21
python-hyper/hpack,https://github.com/python-hyper/hpack,668,3487,2015-04-13,20,243,275,73,73,32,13,4.5,10,3,0,0,1,10,10,10,0,10,1,-1,0,0,0,-1,0,10,0,1,0,0,0,0,0,0,24,98,10,1
